av,title,time,region0,region,views,danmaku,replys,favorites,coins,shares,likes
40000,【MAD】Adamant Determination,2010-02-06 01:06:34,音乐,MAD·AMV,171186,5352,991,2506,290,44,259
140000,ひな汰，鳩子，おしり-な - LOL -lots of laugh-,2010-05-11 09:53:54,音乐,宅舞,2830,25,25,14,2,14,2
360000,【东方MMD】古明地姐妹的Sweetiex2,2010-08-01 14:25:59,生活,MMD·3D,2062,64,3,34,1,3,1
380000,【东方手书】PV月光花,2010-08-07 17:49:27,生活,短片·手书·配音,801,96,7,14,3,5,5
400000,【電波MAD】 LOVE/si ki yo 【電波女与青春男】,2010-08-13 08:09:54,音乐,MAD·AMV,11592,238,142,130,20,8,12
420000,【K/脑残玩坏向】到底有多少打开K的方式,2010-08-18 16:27:07,生活,MAD·AMV,4903,205,4,23,1,6,1
560000,柯南君热舞Sister's Noise,2010-09-27 18:17:07,生活,MAD·AMV,7197,118,6,107,15,38,12
660000,【满满的3分钟人生】延时摄影 冰岛Hit2！美到爆！,2010-10-25 10:59:35,动画,趣味科普人文,38663,606,52,1712,285,156,22
740000,I wanna revive the world[日本大会],2010-11-15 21:37:47,动画,单机游戏,883,244,5,7,6,12,1
760000,【JOJO MMD】欧拉父女的Tetro超心跳sizers二号,2010-11-21 00:35:54,生活,MMD·3D,2168,120,4,112,16,9,10
800000,芜湖小司马鳄鱼上单 狐狸中单第一视角,2010-11-30 17:49:00,动画,电子竞技,8282,143,104,28,11,5,10
820000,《想你》张国荣 1989告别乐坛演唱会经典现场,2010-12-06 00:25:22,音乐,音乐现场,50372,1688,146,2129,273,972,373
920000,【KOFXIII】MUN#16 - 淘汰赛精选对战合辑,2010-12-30 10:37:38,动画,网络游戏,679,3,1,1,0,4,0
1100000,【A君】【东方金属风】Prank Gone Wrong,2011-02-01 13:20:31,音乐,演奏,8935,55,56,65,30,15,21
1420000,【枢木緋色】言语之业【さりと】,2011-03-16 13:02:52,动画,翻唱,577,12,3,17,1,5,0
1460000,MC 玩坏风景作大死,2011-03-23 08:46:43,鬼畜,单机游戏,13970,1214,75,127,118,19,5
1560000,【无脑实况】《Minecraft》无脑的不杀生极限生存 P8 探矿洞！,2011-04-05 17:28:03,游戏,单机游戏,406,116,0,0,0,3,0
1580000,【FAIRIES】100分钟画出神北小毯 Little Busters！,2011-04-08 13:02:56,游戏,野生技术协会,602,10,2,6,0,2,1
1660000,【风暴英雄】过客解说-精灵龙光明之翼，能加能打能逃命的小母龙,2011-04-18 16:13:28,音乐,电子竞技,896,1,1,0,0,4,0
1680000,【音乐大师】本作系列第二弹！！！,2011-04-21 12:16:41,音乐,单机游戏,95,0,2,0,1,2,0
1720000,【回忆向】据说还能说出集数的人1000人里只有1个,2011-04-26 14:28:00,游戏,综合,1693,64,17,10,7,3,0
1840000,华晨宇与《一年级》陈思成李昊煜萌唱《童年》,2011-05-12 22:37:59,动画,综艺,6714,95,7,117,8,24,16
1960000,I wanna conquer the blow game 2 初见实况解说,2011-06-01 13:43:15,游戏,单机游戏,942,7,5,1,7,4,4
2060000,【Goose House】直到再会的那一天 (Cover),2011-06-13 01:47:13,音乐,翻唱,1570,23,4,39,5,6,0
2160000,【sai】安定小天使是在是太可爱了^q^（新人初投）,2011-06-26 21:52:19,舞蹈,野生技术协会,9200,50,62,75,28,2,102
2240000,【游戏王ADS】ComboMaster SP04,2011-07-06 04:54:03,动画,桌游棋牌,2394,52,35,43,5,4,0
2300000,当美队2遇上了Audiomachine,2011-07-13 17:52:53,游戏,影视剪辑,637,4,5,6,0,4,0
2340000,【hummerkey】黎明與螢光,2011-07-19 03:16:06,生活,翻唱,411,2,16,21,3,3,1
2400000,【王俊凯】【格斗宝贝萌萌打】【武林萌主闯江湖】,2011-07-25 23:47:33,音乐,明星,10619,190,84,227,34,38,3
2440000,【penbeat】中考ing花式再演【直传测试版】,2011-07-30 14:09:34,舞蹈,演奏,1015,15,4,2,1,6,1
2460000,[艾尔之光韩服]狂噬者vs新巨大BOSS袭击战,2011-08-01 23:09:57,生活,网络游戏,1885,90,3,7,0,11,0
2600000,【EVO2015】提前胜利我是哥,2011-08-15 12:10:33,生活,网络游戏,6076,34,21,64,11,44,7
2620000,M级管家-我是辅助我自豪之雷霆之怒【300英雄】,2011-08-17 11:29:45,音乐,电子竞技,236,1,7,0,1,2,0
2640000,EF&ZN 目前GP&性价比高的DX扭蛋机全面解析,--播放 · ,,网络游戏,1721,84,42,11,17,10,0
2800000,60杀！杀！杀！杀！杀！杀！米波 meepo,2011-09-04 00:33:09,舞蹈,电子竞技,1384,12,23,8,0,4,2
2840000,【正直实况】抱歉NICONICO！我们叛教了！【3P福利】【黑暗之魂】【12】,2011-09-09 12:46:43,游戏,单机游戏,251,7,3,2,4,2,0
2880000,大家好我是绯蓝~今天为你带来的是星之卡比参上!呐喊团4p~\(≧▽≦)/~,2011-09-13 20:29:57,生活,单机游戏,140,1,2,0,0,9,0
2900000,【龟梨和也】一定是贤治开启了咩咩与我的兼容模式,2011-09-16 14:38:08,游戏,日常,3846,92,32,77,46,13,1
3020000,【 拉麵女子 森本聡子#1】『好日』的拉麵！,2011-10-01 08:19:10,游戏,美食圈,1073,12,1,3,1,3,0
3080000,康熙来了 8版片头,2011-10-07 19:36:22,游戏,综艺,1463,20,1,18,2,14,0
3160000,[搬]女性向 韩语ASMR·打电话 男友角色扮演&手部动作——Donghwa ASMR,2011-10-16 16:17:44,音乐,其他,5214,413,26,356,21,41,2
3180000,Mika - 105network广播采访视频 - 2015,2011-10-18 18:39:57,生活,综艺,186,2,1,19,3,7,0
3220000,【星际争霸2·虚空之遗】第2集：黑暗教长搞革命，剪掉辫子做主人,2011-10-22 20:03:59,游戏,电子竞技,428,5,1,0,2,6,0
3260000,提呀么提裤子滑溜溜的裤子~,2011-10-26 23:08:35,鬼畜,明星,1780,19,6,86,9,31,2
3420000,刀剑乱舞（渣）实况解说,2011-11-12 10:05:02,游戏,网络游戏,452,4,4,5,1,5,0
3460000,【小星】Seventeen 2015 MAMA 特别舞台cut 1080P 将来会成大器的孩子们,2011-11-16 18:23:24,音乐,Korea相关,14826,227,26,642,16,63,35
3500000,【搬运】【Tati】我所有的遮瑕产品 - makeup graveyard（产品和总结在评论区,2011-11-20 07:49:35,番剧,美妆,6470,41,13,251,2,12,2
3520000,【预告向/AMV】第一章 亚人-冲动,2011-11-21 19:07:15,音乐,MAD·AMV,21905,105,68,288,118,131,4
3540000,【红色警戒3第一视角】机场没了？基地红血？还被扰矿？这还能玩吗？？,2011-11-23 18:58:59,生活,网络游戏,1696,87,17,5,25,21,3
3680000,【搞笑】蔡阿嘎  10大白目行為~絕對激怒人心 Top10,2011-12-09 14:34:36,动画,搞笑,678,1,2,4,1,11,0
3720000,FINA Best Male Swimmer 2015 - Mitch Larkin,2011-12-13 22:44:55,动画,运动,136,0,0,0,0,4,0
3780000,【LN电台】盘点！那些食物题材的动画！2,2011-12-21 20:29:29,生活,综合,2301,15,19,42,15,7,0
3880000,【狄姜】颜非【改】,2012-01-02 18:50:26,影视,影视剪辑,1637,7,3,41,16,6,17
3940000,张哲瀚版动漫英雄（幕后花絮+媒体报道）cut合集,2012-01-10 01:17:52,鬼畜,预告 资讯,1478,18,1,16,2,14,9
3960000,【听歌向】UP主的日常精分歌单,--播放 · ,,音乐综合,146,3,0,2,0,5,0
3980000,【白话灵犀】绝世好友,2012-01-13 19:58:13,舞蹈,综艺,5580,60,15,114,75,26,1
4060000,《因为爱情有幸福》纪录片第一集陈伟霆cut,2012-01-21 13:31:02,番剧,影视剪辑,5493,9,1,71,1,11,3
4140000,男生角度来聊聊化妆品（第一期）,2012-01-29 21:37:33,舞蹈,美妆,6784,313,55,145,57,25,0
4220000,Piszczałkowy maraton - Perfect -,2012-02-05 06:10:50,游戏,音MAD,109,0,1,2,0,8,0
4280000,【咖啡拉花】大触咖啡拉花 杉田智和,2012-02-10 20:56:09,音乐,美食圈,606,22,8,27,10,4,0
4320000,星之王子樣,2012-02-14 11:53:11,音乐,官方延伸,871,239,4,72,6,8,0
4480000,【旧搬】亮瞎眼版红颜乱,2012-03-01 21:09:45,游戏,影视剪辑,2078,52,14,47,7,13,4
4500000,【DOTA1】斧王第一（二）视角，猴子第二（一）视角,--播放 · ,,电子竞技,4084,79,112,25,20,31,7
4520000,奇怪的大冒险10,2012-03-05 12:21:57,游戏,单机游戏,52,0,1,0,0,11,0
4560000,May J Lee 慢歌剪辑,2012-03-09 22:19:37,音乐,舞蹈教程,6768,61,7,256,23,53,4
4720000,【不可抗力】王博文狗哥视频合集（更新至1008音乐榜上榜，共66p）,2012-03-24 20:03:08,生活,综艺,97857,9011,266,4702,923,589,15
4760000,【妆师】米歇尔藩Michelle Phan NoFilter Beauty Tutorial_高清&微博@妆师,2012-03-28 14:37:45,游戏,美妆,595,0,0,10,1,6,0
4820000,李韬爆笑生活54：吊丝美女巧斗富豪,2012-04-03 01:07:51,动画,搞笑,135,0,0,0,0,6,0
4860000,【葛杰伦计划NO.17】晴天，6月4日葛叔生日快乐（换片头啦~）,2012-04-06 10:09:55,生活,人力VOCALOID,2368,86,50,50,81,22,1
4880000,PHILIP QUAST - Fields of Fire - 1987 - Part 1,2012-04-07 22:44:28,游戏,日常,147,2,3,14,1,1,1
4920000,051207 KM  Show Me Your Love 拍摄花絮 东方神起 SJ,2012-04-11 15:51:21,音乐,Korea相关,16012,640,37,1247,27,65,100
4980000,【剑网3】丞相司徒大攻防轻功对决,2012-04-15 23:09:24,游戏,鬼畜调教,8759,202,18,76,39,61,4
5000000,南极熊最新版 三弟画饼机测评,2012-04-17 18:57:57,动画,机械,10590,329,590,80,67,29,49
5040000,老外看罪恶王冠EP7,2012-04-21 12:37:43,音乐,综合,250,3,2,1,1,4,0
5280000,《雪碧君》四人合作被怪物虐的游戏 EVOLVE STAGE2(进化2）~第二弹~,2012-05-10 17:54:51,游戏,电子竞技,410,2,0,1,1,3,0
5360000,致我们深爱的二次元,2012-05-16 13:42:51,游戏,MAD·AMV,369,3,7,13,20,13,0
5380000,Mateus Asato & Yas Nomura - nonsense shred [-],2012-05-18 10:59:20,音乐,演奏,1267,2,4,32,3,17,2
5460000,【无聊人的时间】咖啡长期节目,2012-05-24 23:25:03,动画,单机游戏,44,0,5,0,10,9,0
5500000,20160726 幼年园钓猫 三只猪仔排排坐,2012-05-27 20:30:45,游戏,动物圈,507,36,7,10,0,4,0
5520000,【转载搬运】Pockey Go 和捕捉到的皮卡丘一起跳舞(#￣▽￣#),2012-05-29 15:42:04,生活,单机游戏,0,0,0,0,0,2,0
5580000,FC游戏玩转手残UP主 之 筋肉人摔角,2012-06-03 15:10:19,动画,单机游戏,1278,11,5,7,6,14,0
5740000,我的世界[恐怖解密] - 帕切科的地狱 PACHECO'S HELL,2012-06-16 12:02:07,游戏,单机游戏,319,11,4,3,0,4,0
5860000,【魔法俏佳人】Flora Transformations up to Tynix!,2012-06-23 18:41:35,游戏,综合,6883,14,5,58,1,9,10
5960000,『欧灵GniluO』极限爆破坠机＆战场收割机乌兹,2012-06-30 18:13:09,纪录片,网络游戏,2442,42,11,12,41,14,16
6040000,开启ADC模式，射手's glory,2012-07-05 20:24:13,动画,网络游戏,95,1,0,0,0,12,0
6220000,1996 Worlds - Michelle Kwan SP,2012-07-17 12:33:41,生活,运动,640,5,2,13,2,12,2
6420000,【守望先锋】对抗人机的那些套路,2012-07-28 16:33:00,音乐,电子竞技,97,0,1,0,0,10,0
6440000,【ANGERME】为爱进化至今的人类 因爱彻底退化的人类(中文字幕),2012-07-29 18:51:45,动画,MV,627,66,5,22,8,5,0
6480000,【焦恩俊】萧别离/花寒衣 - 沧海映雪歌,2012-08-01 07:26:42,动画,影视剪辑,1740,45,17,91,43,15,6
6500000,【老友记】钱德勒是Gay等搞笑片段CUT混剪,2012-08-02 11:56:15,生活,影视剪辑,37112,228,26,388,65,80,89
6520000, FOX气叉土路测试视频8,2012-08-03 16:52:01,游戏,日常,93,0,0,1,0,9,0
6540000,北方女朋友VS南方女朋友,2012-08-04 21:10:04,生活,搞笑,94156,664,295,316,19,173,199
6600000,【无限循环向】PPAP梁非凡艹你屎啦啵嘴艹！进来就出不去了！,2012-08-08 16:37:28,游戏,鬼畜调教,16718,39,53,124,43,59,17
6660000,【TWICE】乐天lottedutyfree 广告预告 161013,2012-08-12 02:56:29,动画,Korea相关,1143,6,5,4,0,4,0
6680000,高田忧希・千本木彩花的SYAKARIKICHAN #2,2012-08-13 12:51:35,游戏,官方延伸,320,0,1,2,3,5,1
6760000,成都也有家只有六个位置的深夜食堂日料店哟,2012-08-17 20:08:04,生活,美食圈,8395,43,14,98,16,25,1
6780000,csgo个人狙击1V5,2012-08-18 19:09:19,动画,电子竞技,84,0,4,1,5,0,2
6800000,【最终幻想14】FF14 亚历山大机工城零式11层天动篇 A11S 诗人,2012-08-19 19:51:21,游戏,网络游戏,948,1,10,3,6,7,0
6820000,【董力阿拉蕾】《带娃记》第二期cut16宝贝购物归来董力备受感动,2012-08-20 20:34:52,游戏,综艺,6891,10,4,47,2,18,3
6840000,微软介绍 Windows 10 Creators Update 新特性（@诺记吧 转载）,2012-08-22 02:04:08,游戏,手机平板,1147,13,14,25,4,12,1
6920000,【最强撸点】79 EZ史上十大最强操作镜头,2012-08-28 02:31:45,游戏,电子竞技,63614,22230,188,661,334,93,5
7000000,【白色巨塔】关欣EP31,2012-09-01 20:46:20,音乐,影视剪辑,9092,55,234,53,15,17,8
7020000, 【nowisee】Humanoid #16⁄24 (YouTube版),2012-09-03 09:35:50,音乐,音乐综合,82,0,5,3,2,3,0
7040000,【三代目 J Soul Brothers from EXILE TRIBE】 NEW TRACK DROP by JSB,2012-09-05 11:03:40,游戏,明星,720,6,9,12,3,9,1
7080000,CSGO TWITCH直播趣事 57,2012-09-08 21:33:03,游戏,电子竞技,526,0,1,4,2,1,0
7120000,英雄聯盟韩服最強王者的對決第466期 - Cuzz， Zzus,2012-09-12 15:36:35,影视,电子竞技,6435,65617,20,24,22,3,0
7160000,【朽剪辑】【燃】死侍-不灭屠神,2012-09-16 10:36:03,游戏,影视剪辑,482,0,2,3,2,1,1
7260000,【伪】学校2017 预告 (金世正 x  车银优),2012-09-25 18:18:03,音乐,影视剪辑,35371,77,108,402,48,111,25
7280000,ASMR － Drama姐吃一盘超有嚼头的绵绵粘粘的日式麻薯 · 耳机福利,2012-09-27 20:02:30,音乐,其他,15687,65,35,391,15,9,8
7300000,【静心疗愈】天狼星人（海豚）X细谷佳正,2012-09-29 16:59:42,音乐,趣味科普人文,1525,10,53,85,6,12,6
7320000,【英语啪啪啪 】男人爱上了一只老虎无法自拔 因为...,2012-10-01 01:41:27,鬼畜,搞笑,257,4,4,1,0,2,0
7340000,【多玩TVG】如龙6香港发布会—制作人采访篇,2012-10-02 14:30:59,动画,单机游戏,6907,31,14,56,15,10,2
7520000,【电影相关】桃花侠大战菊花怪2花花世界大作战,2012-10-15 12:20:16,游戏,影视剪辑,1109,10,3,7,0,3,1
7580000,【张若昀×陈瑶】此生不换 - 风天逸 胡飞鸾,2012-10-20 18:01:19,生活,影视剪辑,43949,69,84,1446,282,90,149
7600000,12.18.2016 - 快打死内个小姑娘 五个小姐姐和小姑娘在阿努比斯不得不说的小故事,2012-10-21 19:00:35,动画,电子竞技,171,0,3,3,0,4,0
7660000,《黑暗之魂3》萌新经过不懈努力终于打败了坟头蹦迪的三角帽，感动！,2012-10-27 10:03:46,游戏,单机游戏,957,1,10,2,5,4,0
7760000,【B.A.P】战士的后裔2012&2016舞台混剪,2012-11-04 11:45:37,动画,Korea相关,1715,22,3,40,5,12,4
7780000,【过山车之星】新手沙盒初体验--要有良好的大局观,2012-11-05 21:35:36,番剧,单机游戏,26483,77,17,105,38,28,50
7880000,QAQ的刀剑神域 虚空幻界 亚丝娜,2012-11-14 17:11:38,动画,单机游戏,923,1,5,17,3,7,0
7920000,Nhato - Nowhere (Extended Mix),2012-11-17 19:51:52,动画,音乐综合,31,0,1,2,0,2,0
7940000,宣传视频,2012-11-18 21:26:07,生活,日常,12,0,2,0,0,3,0
8120000,古筝 【大鱼】印象曲,2012-12-01 18:48:02,动画,演奏,329,0,10,3,25,11,2
8140000,练习小花絮,2012-12-02 21:20:07,游戏,电子竞技,134,0,2,0,2,11,0
8220000,鸡蛋狂魔演示如何泡绿茶_标清,2012-12-08 19:01:57,动画,搞笑,18156,76,28,176,5,91,22
8240000,突然想吃点什么.6——牛奶鸡蛋布丁,2012-12-09 21:21:33,动画,美食圈,2786,16,39,134,10,12,1
8260000,【MNZ48】明珠48的祝福,2012-12-11 13:38:33,游戏,明星,251,0,0,3,0,4,0
8360000,【战枭CSGO教学】闸门式封烟 - 职业哥战术解析,2012-12-18 11:02:36,游戏,电子竞技,1712,2,13,53,12,22,0
8380000,【防弹少年团】reaction 170203更新,2012-12-19 19:47:47,音乐,Korea相关,5264,14,11,130,4,5,0
8420000,【李宇春】20061004上海动感101专访,2012-12-22 13:19:58,游戏,明星,880,127,3,109,12,16,24
8600000,明月庄主我的世界1.12快照17w06a介绍补充Minecraft,2013-01-02 00:02:14,生活,单机游戏,4208,62,35,23,34,10,2
8680000,iOS进阶教程_网络day04,2013-01-06 17:34:05,科技,野生技术协会,417,0,0,22,0,14,1
8720000,【混剪】大灾难爆发，十二岁孩子与家人失散，闯入了六大绝地并被树妖缠绕,2013-01-09 08:21:12,游戏,影视剪辑,3509,8,4,5,2,5,4
8740000,【昆曲】石小梅《牡丹亭·拾画叫画》艺术示范讲座,2013-01-10 13:52:05,生活,日常,674,5,2,59,4,19,7
8760000,【Brianna White】春季服饰试穿分享 2017,2013-01-11 18:06:18,游戏,服饰,847,2,1,21,2,4,0
9040000,【超級綜藝SHOW】（星光二班_默契情侶大考驗_李宗盛 周華健 cut）第94集,2013-01-26 21:28:55,游戏,综艺,5671,198,7,194,28,31,37
9100000,华为P系列致美|感人宣传片合辑，4分钟彻底爱上华为手机！华为P10/P9/P7/P2/广告@Daimoi,2013-01-29 22:48:01,动画,手机平板,10864,55,34,158,26,55,12
9240000,【Laurel】 近期购物分享-杂七杂八啥都有,2013-02-05 11:15:11,游戏,手工,564,5,2,5,0,6,0
9300000,还好我遇到了你,2013-02-07 20:19:18,纪录片,网络游戏,62,2,3,0,0,7,0
9340000,中韩较量国足十佳球炸裂奉上！愿今晚的国足能用这样的表现点燃贺龙体育场！,2013-02-09 13:07:16,音乐,运动,4820,64,28,48,20,25,1
9400000,八目鳗穴 - NankaArrange,2013-02-12 17:18:37,生活,音乐综合,0,0,0,0,0,0,0
9440000,WWE2K17冠军之夜PPV六场大赛,2013-02-14 14:05:27,动画,单机游戏,551,1,1,2,2,4,0
9480000,ยินดีต้อนรับสู่สายการบินนกแอร์ （泰国飞鸟航空宣传广告短片）,2013-02-16 00:16:32,游戏,广告,635,0,1,9,1,14,0
9520000,Minecraft 1.12 - 暗物质世界 隐藏更新介绍！,2013-02-17 13:16:41,音乐,单机游戏,16541,270,96,239,36,30,9
9560000,【有毒的bts歌曲】空耳防弹少年团歌曲,2013-02-18 19:36:32,游戏,Korea相关,1704,4,2,33,4,14,9
9620000,剧情向无激情解说 橙光游戏 素心难逃,2013-02-21 02:04:21,音乐,单机游戏,631,1,0,6,6,5,2
9680000,【女神异闻录5】骚死人的OP,2013-02-23 14:50:40,影视,单机游戏,253,2,0,2,1,6,0
9700000,EnV - PneumaticTokyo,2013-02-24 10:20:29,生活,电音,208,0,10,6,2,3,0
9740000,【FGO】监狱塔——第六门,2013-02-25 22:46:31,动画,手机游戏,59,0,2,2,3,1,0
9940000,如何还原一个两千年前的人们吃的面包,2013-03-08 20:31:24,游戏,美食圈,439,9,52,9,12,3,1
9960000,禽兽狙枪响人带走：穿越火线我家开的,2013-03-09 17:41:29,生活,电子竞技,106095,3429,595,480,2131,208,26
9980000,【橙纸】街边摊低价指尖陀螺测评,2013-03-10 13:57:55,动画,日常,110,3,18,1,2,6,0
10000000,BiliBili·千万投稿达成！,2013-03-11 14:11:05,游戏,综合,251226,4327,3850,11607,3820,660,2208
10080000,【 杰克武士 AMV】雪地中的暴力美学（只剪两刀，十分协调）,2013-03-16 01:20:20,动画,MAD·AMV,589,1,7,11,9,0,4
10160000,ob解说Dota2基辅特锦赛主赛事第一轮 FL VS TNC,2013-03-19 19:08:00,音乐,网络游戏,653,0,4,3,10,0,0
10220000,用生命喂鳄鱼，又是外国人少系列Σ( ° △ °|||)︴,2013-03-22 20:39:08,游戏,日常,9657,45,59,45,13,15,4
10260000,震惊！南京一知名餐饮店油锅上蹲着活老鼠,2013-03-24 13:52:42,音乐,日常,658,2,2,2,0,1,0
10360000,「汐」熊孩子不听话 可恶的剧情杀,2013-03-29 18:39:17,游戏,单机游戏,171,1,0,0,6,1,4
10380000,节奏环绕【电音】,2013-03-30 14:19:30,音乐,电音,44,0,0,2,0,0,0
10460000,【原创电音】Solar Rain-Phase Ⅱ,2013-04-02 22:04:08,音乐,电音,2894,36,44,58,75,8,0
10480000,BALDR HEART EXE深渊66,2013-04-03 22:19:35,游戏,单机游戏,60,0,0,0,0,0,0
10500000,隐藏11年 李立群竟是幕后大BOSS,2013-04-04 19:59:06,游戏,预告 资讯,21571,24,9,79,4,14,34
10600000,【LoveLive国服抽卡】四薄荷券随缘泳池妮@宽宽呀,2013-04-09 03:03:49,游戏,手机游戏,340,15,2,2,3,0,0
10620000,【侯明昊】唱吧 第一个清晨,2013-04-10 10:43:51,生活,明星,4503,41,14,158,34,71,17
10680000,王者荣耀之独唱离歌社会我忠哥（黄忠）排位集锦~2,2013-04-13 13:16:43,音乐,电子竞技,29,0,0,0,0,1,0
10720000,阴阳师新服萌新的非洲逆袭梦,2013-04-14 23:00:05,动画,手机游戏,90,8,4,0,5,2,1
10780000,杀出重围第一章,2013-04-18 12:15:03,动画,单机游戏,21,0,0,0,0,0,0
10840000,美女误入路边泳池后，竟在泰国买下房,2013-04-21 05:19:05,音乐,综艺,496,1,1,8,1,1,0
10960000,【天草】交织together【BDF2017宅舞接力】【生日作】更新P2,2013-04-27 17:11:12,游戏,宅舞,144109,2078,896,4034,5535,916,207
11080000,2017.06.04 中日龙-东北乐天金鹰,2013-05-02 15:35:06,音乐,运动,59,0,0,4,1,0,0
11120000,【虞祎杰】【毓骁个人向】 战火荒烟,2013-05-04 11:12:01,动画,影视剪辑,1142,5,3,23,2,1,2
11140000,【昙花】热缩片教程花瓣太多不想再第二朵系列╮(╯﹏╰）╭,2013-05-05 00:59:19,音乐,手工,66584,274,124,6523,420,473,154
11260000,【印度人对火锅肉的吃法】好吃不贵系列,2013-05-11 00:23:56,游戏,美食圈,1971,22,6,2,2,0,0
11280000,【超棒】A妹Ariana Grande - My Everything 专辑歌曲混音,2013-05-11 20:42:34,鬼畜,MV,318,1,2,24,3,2,2
11360000,【Sylvia Gani】6个快速简单的夏日发型,2013-05-15 17:14:41,鬼畜,美妆,855,7,1,69,1,1,0
11420000,[6+2]有型vs实用！！！两者兼得才是好包包~性价比之王最高！小ck后期会磨衣服，请和耐操衣物一起搭配使用，比如牛仔那个老东西~biubiubiu,2013-05-18 15:19:48,动画,服饰,1714,0,4,5,2,8,0
11480000,【AR-闲拍DX周边】假面骑士Poppy DX Tokimeki Crisis 心跳危机 卡带,2013-05-21 08:26:26,生活,音乐综合,11572,9,54,141,32,26,32
11580000,灰色彩虹  爱的后果,2013-05-25 19:09:37,生活,影视剪辑,329,7,1,5,3,3,1
11820000,【中字】第793话 懒蛋蛋之旅-冲绳篇@阿尔法小分队日翻组,2013-06-05 11:06:45,游戏,综合,3003,4,7,70,11,17,2
11840000,[FGO]国服一肉丸子礼装600W茨木，食我次元斩！,2013-06-06 07:22:26,游戏,手机游戏,166,2,14,4,10,0,0
11860000,asmr-sara妹子的项链和手镯,2013-06-06 22:45:24,鬼畜,其他,97,0,3,6,0,0,0
11960000,【结城友奈是勇者 鹫尾须美之章】插曲 国防体操 / 鷲尾須美(CV.三森すずこ),2013-06-10 23:21:48,生活,音乐综合,1121,1,10,38,12,4,1
11980000,【林更新综艺】《跨界冰雪王》【花絮】cut1,2013-06-11 18:46:30,音乐,综艺,24363,109,52,284,35,85,9
12000000,dota2蜀山   没玩过这RPG神特喵的游戏,2013-06-12 13:31:22,动画,网络游戏,1100,7,57,9,2,0,2
12040000,靶场猛如虎,2013-06-13 23:43:16,动画,电子竞技,12,0,0,0,0,0,0
12060000,【科普】越南語語音教學#9 阮氏青河,2013-06-14 21:10:56,音乐,趣味科普人文,569,0,0,31,1,10,2
12120000,2012-2013赛季 11月2日 欧冠小组赛第5轮 巴伦西亚vs拜仁慕尼黑 国语,2013-06-16 23:23:53,动画,运动,395,2,3,33,4,9,1
12180000,【Mugen】高尼茨的花园晚宴 - 第二集,2013-06-19 16:39:52,动画,Mugen,298,11,3,5,10,0,1
12340000,【PONYEFFECT】大师眼影盘五种风格演示,2013-06-25 10:22:26,游戏,美妆,471,2,1,19,1,2,1
12420000,练练娜可露露,2013-06-27 22:59:46,游戏,手机游戏,27,0,0,0,0,0,0
12500000,2012年亚洲杯乒乓球赛男单14决赛许昕—高木和卓（日本）20120407,2013-06-30 13:13:11,鬼畜,运动,385,3,4,9,2,1,0
12540000,GTA5 联系人任务中惊现NPC游艇,2013-07-01 16:11:55,动画,单机游戏,188,0,2,0,2,9,1
12560000,BTS English Remix-Cover by Dkaf 合集,2013-07-02 05:35:07,动画,Korea相关,625,3,19,9,4,1,0
12760000,【金毛吃不了鸡】莽夫遇上摩的,2013-07-08 00:13:21,动画,网络游戏,32,0,0,4,0,0,0
12780000,0730朴泰桓翻看中国粉丝自制纪念册,2013-07-08 17:53:31,音乐,日常,4543,40,67,104,52,16,7
12840000,【EFFECT】超强猎空单排两连胜登顶亚服,2013-07-10 14:10:23,音乐,电子竞技,5352,162,56,51,6,12,4
12940000,Logan Paul Vlogs - THEY GOT IT...,2013-07-13 12:14:58,舞蹈,日常,528,9,5,0,0,1,0
13040000,【Red Velvet】哆啦A梦 裴珠泫,2013-07-16 11:39:47,动画,Korea相关,5520,9,39,165,14,23,5
13140000,【大熊猫】大熊猫宝宝睡觉真是太可爱了， 心都萌化了_高清,2013-07-19 10:35:50,生活,动物圈,6968,64,31,189,31,26,13
13200000,[盘旋dota2]ti7淘汰赛 newbee对阵EG bo2 p1_bilibili,2013-07-20 22:11:55,科技,电子竞技,120,0,2,0,0,2,0
13280000,【杨洋】2015年4月《南都娱乐周刊》,2013-07-23 06:40:05,科技,风尚标,183,0,1,5,0,1,0
13360000,【实况娱乐视频】猫咪斗恶龙-终有一天我会死去，而你将加冕为王！,2013-07-25 10:46:01,动画,单机游戏,55,0,1,0,0,0,0
13560000,Pentatonix - Problem,2013-07-30 15:34:57,生活,MV,193,1,4,9,0,1,0
13660000,零基础也能学会的法语歌: 小小恋歌法语入门,2013-08-02 00:10:05,游戏,演讲• 公开课,109,0,1,3,0,1,0
13740000,【原知胃健康公益动画短片推荐】杭州公益广告~健康知识讲解动画！,2013-08-04 00:26:09,音乐,综合,792,0,0,9,0,14,0
13940000,台湾妹子逛清华竟然迷路了？被问是否愿意和大陆男生交往,2013-08-08 23:28:45,动画,其他,8081,45,7,16,4,3,10
14000000,【哈利波特】【德赫】【油管搬运】l'll forget about you,2013-08-10 14:45:03,游戏,影视剪辑,1127,21,96,53,10,15,11
14060000,【蚂蚁】捕食场面太凶了！一口卸掉小强大腿！,2013-08-11 22:22:29,动画,动物圈,922,2,5,2,4,0,2
14100000,看过你就输了之国产剧第一弹,2013-08-12 22:20:42,科技,影视剪辑,71702,7219,710,499,151,229,58
14120000,【大黒PA】超跑在日本系列---- 兰博基尼AventadorSV ＆Speciale Huracan＆ 488,2013-08-13 13:08:06,游戏,运动,307,0,0,6,0,8,1
